FK_ID_FORMULARIO	ID_VIVIENDA	CIUDAD	P70	P4000	P4020	P4031S1	P4031S1A1	P4031S2	P4031S3	P4031S4	P4031S4A1	P4031S5	CLASE	DOMINIO	FEX_C
5663	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	114.12080072
5664	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	127.27389597
5665	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	79.025576388
5666	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	138.42840506
5667	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	61.832646258
5668	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	114.95357218
5669	1	ARMENIA	1	1	2	1	3	2	1	1	3	1	1	1	131.18161467
5670	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	61.441061309
5671	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	84.901319672
5672	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	193.11781227
5673	1	ARMENIA	1	2	2	1	2	1	1	1	3	1	1	1	209.67833833
5674	1	ARMENIA	1	2	2	1	3	1	1	1	3	1	1	1	102.6332484
5675	1	ARMENIA	1	2	2	1	3	2	1	1	3	1	1	1	122.89189103
5676	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	110.08024289
5677	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	113.43866864
5678	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	133.02918022
5679	1	ARMENIA	1	1	1	1	5	1	1	1	3	1	1	1	85.110232572
5680	1	ARMENIA	1	1	2	1	5	1	1	1	3	1	1	1	61.441061309
5681	1	ARMENIA	1	1	4	1	3	1	1	1	3	1	1	1	102.8334525
5682	1	ARMENIA	1	1	1	1	5	1	1	1	3	1	1	1	87.427346006
5683	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	114.12080072
5684	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	99.274450606
5685	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	142.47263419
5686	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	89.301801824
5687	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	123.58205494
5688	1	ARMENIA	1	1	2	1	6	1	1	1	3	1	1	1	102.6332484
5689	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	145.349504
5690	1	ARMENIA	1	2	2	1	3	1	1	1	3	1	1	1	114.12080072
5691	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	102.6332484
5692	1	ARMENIA	1	1	1	1	5	1	1	1	3	1	1	1	205.43813605
5693	1	ARMENIA	1	1	2	1	3	1	1	1	3	1	1	1	128.28501876
5694	1		1	1	4	1	1	2	2	2		2	4	2	1394.5523261
5695	1		1	1	2	1	3	2	2	1	2	1	4	2	1275.2053963
5696	1		1	1	2	1	3	2	2	1	2	1	4	2	1045.1328365
5697	1		1	1	2	1	3	2	2	1	2	1	4	2	995.87530873
5698	1		1	1	2	1	3	2	2	1	2	1	4	2	1028.106725
5699	1		1	1	2	1	3	2	2	1	2	1	4	2	995.87530873
5700	1		1	1	2	1	3	2	2	1	2	1	4	2	1780.6439732
5702	1		1	1	4	1	3	2	2	1	2	1	4	2	1087.6216123
5703	1		1	1	2	1	3	2	2	1	2	1	4	2	1077.3642528
5704	1		1	1	4	1	3	2	2	2		1	4	2	1077.3642528
5705	1		1	1	4	1	3	2	2	2		1	4	2	1045.1328365
5706	1		1	1	2	1	3	1	2	1	2	1	4	2	1131.4920321
5707	1	MEDELLIN	2	2	2	1	3	1	1	1	2	1	1	1	603.5237434
5708	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	460.3323919
5709	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	556.53487645
5710	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	590.82159856
5712	1	MEDELLIN	1	2	4	1	3	1	1	1	2	1	1	1	466.72068584
5714	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	507.68757795
5715	1	MEDELLIN	1	1	2	1	3	1	1	1	2	1	1	1	520.89032508
5716	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	461.50228663
5718	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	521.83512242
5719	1	MEDELLIN	1	2	4	1	3	1	1	1	2	1	1	1	502.46917874
5720	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	543.83273161
5721	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	541.01447247
5722	1	MEDELLIN	1	1	4	1	2	1	2	1	2	1	1	1	577.17465638
5723	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	617.67128786
5724	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	432.53790526
5725	1	MEDELLIN	1	2	4	1	2	1	2	1	2	1	1	1	626.96675221
5726	1	MEDELLIN	1	3	2	1	2	2	1	1	2	1	1	1	521.83512242
5727	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	480.83788865
5728	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	452.57314138
5730	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	584.08102639
5732	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	363.8393722
5735	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	576.6740541
5736	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	489.66309237
5737	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	515.67192587
5738	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	514.16478317
5739	1	MEDELLIN	1	2	2	1	3	2	1	1	2	1	1	1	507.68757795
5740	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	538.61433239
5741	1	MEDELLIN	1	1	4	1	2	1	1	1	2	1	1	1	563.02711192
5742	1	MEDELLIN	1	1	4	1	2	1	1	1	2	1	1	1	520.89032508
5745	1	MEDELLIN	1	1	2	1	2	1	1	1	2	1	1	1	432.53790526
5746	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	544.50202405
5747	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	489.66309237
5748	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	563.97190926
5749	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	480.83788865
5750	1	MEDELLIN	1	1	4	1	2	1	1	1	2	1	1	1	357.96971635
5751	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	521.83512242
5752	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	467.66548318
5754	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	405.18761367
5756	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	487.78963057
5758	1	MEDELLIN	1	2	4	1	1	1	1	1	2	1	1	1	520.89032508
5759	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	578.11945372
5762	1	MEDELLIN	1	2	4	1	3	1	1	1	2	1	1	1	405.21795532
5763	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	480.83788865
5764	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	494.04063578
5765	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	523.94981448
5766	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	514.22652625
5767	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	398.82966138
5769	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	480.83788865
5770	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	502.83549784
5771	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	521.83512242
5772	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	459.38759456
5774	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	486.23728387
5775	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	487.78963057
5776	1	MEDELLIN	1	1	2	1	2	1	1	1	2	1	1	1	617.67128786
5777	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	600.11706291
5778	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	417.44556346
5779	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	479.51174196
5781	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	426.66824941
5782	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	480.83788865
5783	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	365.1655189
5784	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	521.83512242
5785	1	MEDELLIN	1	2	2	1	3	2	1	1	3	1	1	1	397.88486405
5786	1	MEDELLIN	1	1	4	1	2	1	1	1	2	1	1	1	521.83512242
5787	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	563.97190926
5788	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	453.51793872
5790	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	543.83273161
5791	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	466.72068584
5792	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	310.47724156
5793	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	493.09583844
5794	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	577.17465638
5795	1	MEDELLIN	1	1	4	1	2	2	1	1	2	1	1	1	486.23728387
5796	1	MEDELLIN	1	1	4	1	2	2	1	1	2	1	1	1	460.93994127
5797	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	371.03517474
5798	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	386.64615464
5799	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	613.76400509
5800	1	MEDELLIN	1	2	2	1	4	1	1	1	2	1	1	1	563.97190926
5801	1	MEDELLIN	1	2	2	1	4	1	1	1	2	1	1	1	507.68757795
5803	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	397.88486405
5804	1	MEDELLIN	1	2	2	1	4	1	1	1	2	1	1	1	465.74554685
5805	1	MEDELLIN	2	2	2	2		1	2	1	2	1	1	1	336.51942227
5806	1	MEDELLIN	1	1	2	1	3	1	1	1	2	1	1	1	597.53211022
5807	1	MEDELLIN	1	1	4	1	3	1	1	1	2	1	1	1	344.32277417
5808	1	MEDELLIN	1	2	2	1	3	2	1	1	2	1	1	1	466.72068584
5809	1	MEDELLIN	1	2	2	1	3	2	1	1	2	1	1	1	577.17465638
5811	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	563.97190926
5812	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	563.97190926
5814	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	412.5510466
5817	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	486.84483323
5818	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	460.3323919
5819	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	543.83273161
5820	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	520.89032508
5822	1	MEDELLIN	1	2	2	1	3	2	1	1	2	1	1	1	467.66548318
5823	1	MEDELLIN	1	1	4	1	2	2	1	1	2	1	1	1	467.66548318
5824	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	479.89309131
5825	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	480.83788865
5826	1	MEDELLIN	1	1	2	1	3	1	1	1	2	1	1	1	545.94742367
5828	1	MEDELLIN	1	2	2	1	4	2	1	1	2	1	1	1	618.55241039
5829	1	MEDELLIN	1	2	2	1	4	1	1	1	2	1	1	1	633.40550091
5830	1	MEDELLIN	1	2	2	1	4	1	1	1	2	1	1	1	540.94262473
5831	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	405.21795532
5832	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	596.35400644
5833	1	MEDELLIN	1	2	2	1	3	1	1	1	7	1	1	1	566.77513813
5834	1	MEDELLIN	1	2	2	1	3	1	1	1	2	1	1	1	502.46917874
5835	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	544.77752894
5836	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	466.72068584
5837	1	MEDELLIN	1	2	2	1	2	2	1	1	2	1	1	1	397.88486405
5838	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	578.11945372
5839	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	516.9830423
5840	1	MEDELLIN	1	2	4	1	2	2	1	1	2	1	1	1	521.83512242
5841	1	MEDELLIN	1	2	4	1	2	1	1	1	2	1	1	1	516.9830423
5844	1	MEDELLIN	1	2	2	1	2	1	1	1	2	1	1	1	412.5510466
5846	1	MEDELLIN	1	1	5	1	1	2	2	2		1	4	2	1394.5523261
5847	1	MEDELLIN	1	1	4	1	1	2	2	2		1	4	2	1394.5523261
5848	1	MEDELLIN	1	1	4	1	1	2	2	2		1	4	2	1730.2865961
5849	1	MEDELLIN	1	1	2	1	1	2	2	2		1	4	2	865.53954087
5850	1	MEDELLIN	1	1	5	1	1	2	2	1	1	1	4	2	1476.0412701
5851	1	MEDELLIN	1	1	5	1	1	2	2	2		1	4	2	1935.7568794
5852	1	MEDELLIN	1	1	2	1	3	2	2	2		1	4	2	777.63180134
5853	1	MEDELLIN	1	1	2	1	0	1	1	1	8	1	4	2	1045.1328365
5854	1	MEDELLIN	1	1	4	1	2	2	2	1	1	1	4	2	1087.6216123
5855	1	MEDELLIN	1	1	2	1	2	2	1	1	8	1	4	2	713.39187117
5856	1	MEDELLIN	1	1	2	1	1	2	2	2		1	4	2	1444.4351801
5857	1	MEDELLIN	1	1	5	1	2	2	2	1	2	1	4	2	2412.0842767
5858	1	MEDELLIN	1	1	2	1	3	2	1	1	1	1	4	2	777.63180134
5859	1	MEDELLIN	1	1	2	1	4	2	1	1	2	1	4	2	1476.0412701
5860	1	MEDELLIN	1	1	4	1	2	2	2	1	2	1	4	2	713.39187117
5861	1	MEDELLIN	1	1	4	1	2	2	2	1	2	1	4	2	1077.3642528
5862	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	713.39187117
5863	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	2245.7466903
5864	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	1126.6217805
5865	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	713.39187117
5866	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	1028.106725
5867	1	MEDELLIN	1	1	4	1	2	2	2	1	2	1	4	2	995.87530873
5868	1	MEDELLIN	1	1	2	1	2	2	2	1	2	1	4	2	1394.5523261
5870	1	MEDELLIN	1	1	2	1	2	2	2	2		2	4	2	1400.5647602
5871	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1253.9591987
5872	1	MEDELLIN	1	1	2	1	1	2	2	2		2	4	2	713.39187117
5873	1	MEDELLIN	1	1	4	1	2	2	2	2		2	4	2	1476.0412701
5874	1	MEDELLIN	1	1	4	1	2	2	2	2		2	4	2	1253.9591987
5875	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1833.0217377
5876	1	MEDELLIN	1	1	2	1	2	2	1	2		1	4	2	931.41247617
5877	1	MEDELLIN	1	1	2	1	2	2	2	2		2	4	2	995.87530873
5878	1	MEDELLIN	1	1	2	1	3	2	1	2		2	4	2	1131.4920321
5879	1	MEDELLIN	1	1	4	1	2	2	2	2		2	4	2	1039.7457286
5880	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1443.8098538
5881	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1394.5523261
5882	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1394.5523261
5883	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1362.3209098
5884	1	MEDELLIN	1	1	2	1	2	2	2	2		2	4	2	777.63180134
5885	1	MEDELLIN	1	1	2	1	1	2	2	2		2	4	2	777.63180134
5886	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1394.5523261
5887	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1476.0412701
5888	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	713.39187117
5889	1	MEDELLIN	1	1	4	1	1	2	2	2		2	4	2	1833.0217377
5890	1		1	2	1	1	1	2	1	1	2	1	3	2	798.26709506
5891	1		1	1	2	1	1	2	1	1	2	1	3	2	642.80480292
5892	1		1	1	2	1	1	1	1	1	2	1	3	2	568.69437723
5893	1		1	1	1	1	1	1	1	1	2	1	3	2	310.67676117
5894	1		1	1	4	1	1	1	1	1	2	1	3	2	529.70715889
5895	1		1	1	1	1	1	1	1	1	2	1	3	2	878.64563161
5896	1		1	1	4	1	1	2	1	1	2	1	3	2	355.41195576
5897	1		1	2	1	1	1	2	1	1	2	1	3	2	661.91003879
5898	1		1	3	4	1	0	2	1	1	2	1	3	2	607.31698448
5899	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	104.86377148
5900	1	MONTERIA	2	1	4	1	1	1	2	1	3	1	1	1	207.417205
5901	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	136.29775946
5902	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	86.46547726
5903	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	184.26983093
5904	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	122.76991487
5905	1	MONTERIA	1	1	6	1	1	1	1	1	3	1	1	1	138.38300975
5907	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	155.19561678
5908	1	MONTERIA	1	1	4	1	2	1	1	1	3	1	1	1	110.78521378
5909	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	102.33009751
5910	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	99.652312871
5911	1	MONTERIA	1	1	4	1	2	1	1	1	2	1	1	1	222.23024941
5912	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	101.42193843
5913	1	MONTERIA	1	1	4	1	2	1	1	1	3	1	1	1	159.4639516
5914	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	100.2454814
5915	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	100.2454814
5916	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	112.91037089
5917	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	102.40611826
5918	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	179.39157947
5919	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	125.79205857
5920	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	101.57042661
5921	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	89.257353785
5922	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	115.48268327
5923	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	141.83461377
5924	1	MONTERIA	1	1	4	1	2	1	1	1	3	1	1	1	72.418632492
5925	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	126.95543645
5926	1	MONTERIA	1	2	2	1	2	1	1	1	2	1	1	1	168.53259181
5927	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	167.93582646
5929	1	MONTERIA	1	1	6	1	1	1	2	1	3	1	1	1	78.746299138
5930	1	MONTERIA	1	1	6	1	1	2	2	2		1	1	1	140.74140888
5931	1	MONTERIA	1	1	6	1	1	2	2	1	3	1	1	1	152.34056137
5932	1	MONTERIA	1	1	4	1	1	1	2	2		1	1	1	152.34056137
5933	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	130.82526483
5934	1	MONTERIA	1	1	4	1	1	1	2	2		1	1	1	92.60244457
5935	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	125.79205857
5936	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	87.885475847
5937	1	MONTERIA	1	2	2	1	3	1	1	1	3	1	1	1	146.67786324
5938	1	MONTERIA	1	1	6	1	1	1	2	1	3	1	1	1	141.19086643
5939	1	MONTERIA	1	1	6	1	1	2	2	2		2	1	1	153.17161751
5940	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	142.42441732
5941	1	MONTERIA	1	1	6	1	1	1	2	1	3	1	1	1	112.7181026
5942	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	141.97495977
5943	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	159.50854766
5944	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	155.56854628
5945	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	101.57042661
5946	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	130.89543783
5947	1	MONTERIA	1	1	2	1	3	1	1	1	3	1	1	1	130.89543783
5948	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	125.72188557
5949	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	129.66188694
5950	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	93.625476451
5951	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	98.468725927
5952	1	MONTERIA	1	2	4	1	1	1	2	1	3	1	1	1	140.81158189
5953	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	146.74601729
5954	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	130.82526483
5955	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	123.79762454
5956	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	144.48902434
5957	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	93.695649454
5959	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	87.499065306
5960	1	MONTERIA	1	2	2	1	2	1	1	1	3	1	1	1	92.534290523
5961	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	141.19086643
5962	1	MONTERIA	1	1	2	1	1	1	2	1	3	1	1	1	129.66188694
5963	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	96.398893303
5964	1	MONTERIA	1	2	2	1	2	1	1	1	3	1	1	1	126.95543645
5965	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	125.79205857
5966	1	MONTERIA	1	2	2	1	2	1	1	1	3	1	1	1	118.58438396
5967	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	130.82526483
5968	1	MONTERIA	1	2	2	1	2	1	1	1	3	1	1	1	155.56854628
5969	1	MONTERIA	1	2	2	1	2	1	1	1	3	1	1	1	123.72745154
5970	1	MONTERIA	1	2	4	1	1	2	2	1	3	1	1	1	141.97495977
5971	1	MONTERIA	1	1	4	1	1	1	2	1	3	1	1	1	113.88148049
5972	1	MONTERIA	1	2	2	1	1	1	2	1	3	1	1	1	130.89543783
5973	1	MONTERIA	1	1	2	1	2	1	1	1	3	1	1	1	109.94147911
5974	1	MONTERIA	1	1	2	1	2	1	1	1	2	1	1	1	130.75509183
5975	1		1	1	4	1	1	1	2	2		1	3	2	452.80139635
5976	1		1	1	6	1	1	2	2	2		1	3	2	753.52671835
5977	1		1	1	6	1	1	1	2	2		1	3	2	338.65276461
5978	1		1	1	4	1	1	1	2	2		1	3	2	338.65276461
5979	1		1	1	4	1	1	1	2	2		1	3	2	565.86935648
5980	1		1	1	6	1	1	2	2	2		1	3	2	459.61444349
5981	1		1	1	6	1	1	2	2	2		2	3	2	661.91003879
5982	1		1	1	4	1	1	1	2	2		1	3	2	492.75621723
5983	1		1	1	4	1	1	2	2	2		1	3	2	723.48229023
5984	1		1	1	2	1	1	2	2	2		1	3	2	543.74369677
5985	1		1	1	4	1	1	2	2	2		1	3	2	473.65098136
5986	1		1	1	2	1	1	2	2	2		1	3	2	310.67676117
5987	1		1	1	4	1	1	2	2	2		1	3	2	678.74191351
5988	1		1	1	4	1	1	2	2	2		1	3	2	471.97931579
5989	1		1	1	4	1	1	2	2	2		1	3	2	555.34229974
5990	1		1	1	6	1	1	2	2	2		1	3	2	498.05000222
5991	1		1	1	6	1	1	2	2	2		1	3	2	681.01527465
5992	1		1	1	4	1	1	2	2	2		1	3	2	310.67676117
5993	1		1	1	6	1	1	2	2	2		1	3	2	360.10404519
5994	1		1	1	4	1	1	2	2	2		1	3	2	843.00747177
5995	1		1	1	6	1	1	2	2	2		1	3	2	310.67676117
5996	1		1	1	4	1	1	2	2	2		1	3	2	781.85788659
5997	1		1	1	4	1	1	2	2	2		1	3	2	310.67676117
5998	1	QUIBDO	1	1	2	1	1	2	1	1	3	1	1	1	62.862132738
5999	1	QUIBDO	1	2	2	1	1	2	2	1	3	1	1	1	25.533736581
6000	1	QUIBDO	1	3	5	1	1	2	2	1	3	1	1	1	17.637771013
6002	1	QUIBDO	1	1	4	1	1	2	1	1	3	1	1	1	15.873993911
6003	1	QUIBDO	1	1	5	1	1	2	2	1	3	2	1	1	15.873993911
6004	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	15.873993911
6005	1	QUIBDO	1	1	4	1	1	2	1	1	3	2	1	1	15.873993911
6006	1	QUIBDO	2	1	2	1	2	2	2	1	3	2	1	1	15.873993911
6007	1	QUIBDO	1	1	2	1	1	1	1	1	3	2	1	1	15.873993911
6008	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	15.873993911
6009	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	41.10588103
6010	1	QUIBDO	1	1	2	1	1	2	2	1	3	2	1	1	15.873993911
6011	1	QUIBDO	1	1	2	1	2	2	2	1	3	1	1	1	15.873993911
6012	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	15.873993911
6013	1	QUIBDO	1	1	2	1	1	2	2	1	3	1	1	1	40.598145416
6014	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	40.598145416
6015	1	QUIBDO	1	1	5	1	1	2	2	1	3	2	1	1	48.771626337
6016	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	63.495975645
6017	1	QUIBDO	1	1	2	1	1	2	1	1	3	2	1	1	15.873993911
6018	1	QUIBDO	1	1	2	1	2	2	1	1	3	1	1	1	15.873993911
6019	1	QUIBDO	1	1	4	1	2	2	2	1	3	2	1	1	15.873993911
6020	1	QUIBDO	1	1	2	1	1	1	2	1	3	2	1	1	15.873993911
6021	1	QUIBDO	1	1	2	1	1	2	1	1	3	1	1	1	48.771626337
6022	1	QUIBDO	1	2	2	1	1	1	1	1	3	1	1	1	15.873993911
6023	1	QUIBDO	1	1	2	1	1	2	2	1	3	2	1	1	15.873993911
6025	1	QUIBDO	1	1	2	1	1	2	1	1	3	2	1	1	15.873993911
6026	1	QUIBDO	1	1	2	1	1	2	2	1	3	1	1	1	15.873993911
6027	1	QUIBDO	1	1	5	1	1	2	2	2		1	1	1	19.304288349
6028	1	QUIBDO	1	1	4	1	1	2	2	1	3	2	1	1	15.873993911
6029	1	QUIBDO	1	1	2	1	2	2	2	1	3	1	1	1	30.025828344
6030	1	QUIBDO	1	1	5	1	1	2	2	2		1	1	1	15.873993911
6031	1	QUIBDO	1	1	4	1	1	2	1	1	3	1	1	1	15.873993911
6032	1	QUIBDO	1	2	4	1	1	2	2	1	3	1	1	1	15.873993911
6033	1	QUIBDO	1	1	2	1	3	1	1	1	7	1	1	1	15.873993911
